School,Area,Date,Staff Count,Student Count,DateTime,Staff Close Contacts,Student Close Contacts
Bowens Corner Elementary,,2/2/2022,3,13,2022-02-02 04:27:14,0,36
Cainhoy Elementary,,2/2/2022,0,0,2022-02-02 04:27:14,0,1
Cane Bay Elementary,,2/2/2022,3,26,2022-02-02 04:27:14,0,148
Cane Bay High,,2/2/2022,2,34,2022-02-02 04:27:14,1,85
Cane Bay Middle,,2/2/2022,1,19,2022-02-02 04:27:14,0,79
College Park Elementary,,2/2/2022,0,7,2022-02-02 04:27:14,0,27
College Park Middle,,2/2/2022,0,2,2022-02-02 04:27:14,0,13
Cross Elementary,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Cross High,,2/2/2022,0,0,2022-02-02 04:27:14,0,1
Daniel Island School,,2/2/2022,0,8,2022-02-02 04:27:14,0,5
Devon Forest Elementary,,2/2/2022,0,14,2022-02-02 04:27:14,0,20
Fishburne Campus,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Foxbank Elementary,,2/2/2022,0,22,2022-02-02 04:27:14,0,43
Goose Creek Elementary,,2/2/2022,2,1,2022-02-02 04:27:14,0,7
Goose Creek High,,2/2/2022,0,2,2022-02-02 04:27:14,0,14
Hanahan Elementary,,2/2/2022,1,11,2022-02-02 04:27:14,0,20
Hanahan High,,2/2/2022,0,2,2022-02-02 04:27:14,0,1
Hanahan Middle,,2/2/2022,1,14,2022-02-02 04:27:14,0,24
Howe Hall Aims,,2/2/2022,1,9,2022-02-02 04:27:14,0,21
Jk Goudin Elementary,,2/2/2022,0,1,2022-02-02 04:27:14,0,0
Macedonia Middle,,2/2/2022,0,9,2022-02-02 04:27:14,0,27
Marrington Elementary,,2/2/2022,0,6,2022-02-02 04:27:14,0,44
Marrington Middle,,2/2/2022,0,6,2022-02-02 04:27:14,0,6
Mt Holly Elementary,,2/2/2022,2,5,2022-02-02 04:27:14,0,7
Nexton Elementary,,2/2/2022,2,9,2022-02-02 04:27:14,0,29
Philip Simmons Elementary,,2/2/2022,2,27,2022-02-02 04:27:14,0,71
Philip Simmons High,,2/2/2022,0,6,2022-02-02 04:27:14,0,3
Philip Simmons Middle,,2/2/2022,1,6,2022-02-02 04:27:14,0,33
Sangaree Elementary,,2/2/2022,0,1,2022-02-02 04:27:14,0,13
Sangaree Intermediate,,2/2/2022,0,1,2022-02-02 04:27:14,0,5
Sangaree Middle,,2/2/2022,1,8,2022-02-02 04:27:14,0,44
Sedgefield Middle,,2/2/2022,0,2,2022-02-02 04:27:14,0,27
St Stephen Elementary,,2/2/2022,4,4,2022-02-02 04:27:14,0,24
St Stephen Middle,,2/2/2022,1,7,2022-02-02 04:27:14,1,8
Stratford High,,2/2/2022,3,33,2022-02-02 04:27:14,1,78
Timberland High,,2/2/2022,5,9,2022-02-02 04:27:14,0,9
Westview Elementary,,2/2/2022,0,3,2022-02-02 04:27:14,0,3
Westview Middle,,2/2/2022,0,12,2022-02-02 04:27:14,0,40
Westview Primary,,2/2/2022,0,13,2022-02-02 04:27:14,0,93
Whitesville Elementary,,2/2/2022,2,16,2022-02-02 04:27:14,1,71
Berkeley County School District,,2/2/2022,59,442,2022-02-02 04:27:14,5,1391
Central Offices,,2/2/2022,3,0,2022-02-02 04:27:14,0,0
Maintenance,,2/2/2022,2,0,2022-02-02 04:27:14,0,0
Technology,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Transportation,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Child Nutrition,,2/2/2022,1,0,2022-02-02 04:27:14,0,0
Adult Education,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Berkeley Alternative,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Berkeley Elementary,,2/2/2022,8,16,2022-02-02 04:27:14,0,51
Berkeley Elementary,,2/2/2022,8,16,2022-02-02 04:27:14,0,51
Berkeley Intermediate,,2/2/2022,1,6,2022-02-02 04:27:14,0,12
Berkeley Middle,,2/2/2022,0,4,2022-02-02 04:27:14,0,36
Berkeley Middle College,,2/2/2022,1,1,2022-02-02 04:27:14,0,0
Bonner Elementary,,2/2/2022,1,14,2022-02-02 04:27:14,1,24
Boulder Bluff Elementary,,2/2/2022,2,8,2022-02-02 04:27:14,0,19
Bowens Corner Elementary,,2/2/2022,3,13,2022-02-02 04:27:14,0,36
Cainhoy Elementary,,2/2/2022,0,0,2022-02-02 04:27:14,0,1
Cane Bay Elementary,,2/2/2022,3,26,2022-02-02 04:27:14,0,148
Cane Bay High,,2/2/2022,2,34,2022-02-02 04:27:14,1,85
Cane Bay Middle,,2/2/2022,1,19,2022-02-02 04:27:14,0,79
College Park Elementary,,2/2/2022,0,7,2022-02-02 04:27:14,0,27
College Park Middle,,2/2/2022,0,2,2022-02-02 04:27:14,0,13
Cross Elementary,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Cross High,,2/2/2022,0,0,2022-02-02 04:27:14,0,1
Daniel Island School,,2/2/2022,0,8,2022-02-02 04:27:14,0,5
Devon Forest Elementary,,2/2/2022,0,14,2022-02-02 04:27:14,0,20
Fishburne Campus,,2/2/2022,0,0,2022-02-02 04:27:14,0,0
Foxbank Elementary,,2/2/2022,0,22,2022-02-02 04:27:14,0,43
Goose Creek Elementary,,2/2/2022,2,1,2022-02-02 04:27:14,0,7
Goose Creek High,,2/2/2022,0,2,2022-02-02 04:27:14,0,14
Hanahan Elementary,,2/2/2022,1,11,2022-02-02 04:27:14,0,20
Hanahan High,,2/2/2022,0,2,2022-02-02 04:27:14,0,1
Hanahan Middle,,2/2/2022,1,14,2022-02-02 04:27:14,0,24
Howe Hall Aims,,2/2/2022,1,9,2022-02-02 04:27:14,0,21
Jk Goudin Elementary,,2/2/2022,0,1,2022-02-02 04:27:14,0,0
Macedonia Middle,,2/2/2022,0,9,2022-02-02 04:27:14,0,27
Marrington Elementary,,2/2/2022,0,6,2022-02-02 04:27:14,0,44
Marrington Middle,,2/2/2022,0,6,2022-02-02 04:27:14,0,6
Mt Holly Elementary,,2/2/2022,2,5,2022-02-02 04:27:14,0,7
Nexton Elementary,,2/2/2022,2,9,2022-02-02 04:27:14,0,29
Philip Simmons Elementary,,2/2/2022,2,27,2022-02-02 04:27:14,0,71
Philip Simmons High,,2/2/2022,0,6,2022-02-02 04:27:14,0,3
Philip Simmons Middle,,2/2/2022,1,6,2022-02-02 04:27:14,0,33
Sangaree Elementary,,2/2/2022,0,1,2022-02-02 04:27:14,0,13
Sangaree Intermediate,,2/2/2022,0,1,2022-02-02 04:27:14,0,5
Sangaree Middle,,2/2/2022,1,8,2022-02-02 04:27:14,0,44
Sedgefield Middle,,2/2/2022,0,2,2022-02-02 04:27:14,0,27
St Stephen Elementary,,2/2/2022,4,4,2022-02-02 04:27:14,0,24
St Stephen Middle,,2/2/2022,1,7,2022-02-02 04:27:14,1,8
Stratford High,,2/2/2022,3,33,2022-02-02 04:27:14,1,78
Timberland High,,2/2/2022,5,9,2022-02-02 04:27:14,0,9
Westview Elementary,,2/2/2022,0,3,2022-02-02 04:27:14,0,3
Westview Middle,,2/2/2022,0,12,2022-02-02 04:27:14,0,40
Westview Primary,,2/2/2022,0,13,2022-02-02 04:27:14,0,93
Whitesville Elementary,,2/2/2022,2,16,2022-02-02 04:27:14,1,71
Berkeley County School District,,2/3/2022,56,386,2022-02-03 08:14:34,8,1298
Central Offices,,2/3/2022,3,0,2022-02-03 08:14:34,0,0
Maintenance,,2/3/2022,2,0,2022-02-03 08:14:34,0,0
Technology,,2/3/2022,0,0,2022-02-03 08:14:34,0,0
Transportation,,2/3/2022,0,0,2022-02-03 08:14:34,0,0
Child Nutrition,,2/3/2022,1,0,2022-02-03 08:14:34,0,0
Adult Education,,2/3/2022,0,0,2022-02-03 08:14:34,0,0
Berkeley Alternative,,2/3/2022,0,0,2022-02-03 08:14:34,0,0
Berkeley Elementary,,2/3/2022,8,14,2022-02-03 08:14:34,0,49
Berkeley High School,,2/3/2022,3,21,2022-02-03 08:14:34,0,75
Berkeley Intermediate,,2/3/2022,0,5,2022-02-03 08:14:34,0,9
Berkeley Middle,,2/3/2022,0,3,2022-02-03 08:14:34,0,24
Berkeley Middle College,,2/3/2022,1,1,2022-02-03 08:14:34,0,0
Bonner Elementary,,2/3/2022,1,11,2022-02-03 08:14:34,3,18
Boulder Bluff Elementary,,2/3/2022,2,5,2022-02-03 08:14:34,0,18
Bowens Corner Elementary,,2/3/2022,3,12,2022-02-03 08:14:34,0,33
Cainhoy Elementary,,2/3/2022,0,0,2022-02-03 08:14:34,0,1
Cane Bay Elementary,,2/3/2022,3,26,2022-02-03 08:14:34,0,146
Cane Bay High,,2/3/2022,2,33,2022-02-03 08:14:34,2,90
Cane Bay Middle,,2/3/2022,2,15,2022-02-03 08:14:34,0,84
College Park Elementary,,2/3/2022,0,9,2022-02-03 08:14:34,0,23
College Park Middle,,2/3/2022,0,2,2022-02-03 08:14:34,0,9
Cross Elementary,,2/3/2022,0,0,2022-02-03 08:14:34,0,0
Cross High,,2/3/2022,0,0,2022-02-03 08:14:34,0,2
Daniel Island School,,2/3/2022,0,8,2022-02-03 08:14:34,0,11
Devon Forest Elementary,,2/3/2022,1,10,2022-02-03 08:14:34,1,22
Fishburne Campus,,2/3/2022,0,0,2022-02-03 08:14:34,0,0
Foxbank Elementary,,2/3/2022,0,21,2022-02-03 08:14:34,0,39
Goose Creek Elementary,,2/3/2022,1,0,2022-02-03 08:14:34,0,5
Goose Creek High,,2/3/2022,1,3,2022-02-03 08:14:34,0,8
Hanahan Elementary,,2/3/2022,1,8,2022-02-03 08:14:34,0,23
Hanahan High,,2/3/2022,0,3,2022-02-03 08:14:34,0,7
Hanahan Middle,,2/3/2022,1,13,2022-02-03 08:14:34,0,28
Howe Hall Aims,,2/3/2022,1,7,2022-02-03 08:14:34,0,11
Jk Goudin Elementary,,2/3/2022,0,1,2022-02-03 08:14:34,0,0
Macedonia Middle,,2/3/2022,0,4,2022-02-03 08:14:34,0,21
Marrington Elementary,,2/3/2022,0,6,2022-02-03 08:14:34,0,46
Marrington Middle,,2/3/2022,0,8,2022-02-03 08:14:34,0,7
Mt Holly Elementary,,2/3/2022,2,4,2022-02-03 08:14:34,1,8
Nexton Elementary,,2/3/2022,0,6,2022-02-03 08:14:34,0,28
Philip Simmons Elementary,,2/3/2022,2,21,2022-02-03 08:14:34,0,67
Philip Simmons High,,2/3/2022,0,6,2022-02-03 08:14:34,0,4
Philip Simmons Middle,,2/3/2022,1,5,2022-02-03 08:14:34,0,33
Sangaree Elementary,,2/3/2022,0,1,2022-02-03 08:14:34,0,8
Sangaree Intermediate,,2/3/2022,0,1,2022-02-03 08:14:34,0,4
Sangaree Middle,,2/3/2022,1,8,2022-02-03 08:14:34,0,44
Sedgefield Middle,,2/3/2022,1,2,2022-02-03 08:14:34,0,12
St Stephen Elementary,,2/3/2022,4,4,2022-02-03 08:14:34,0,22
St Stephen Middle,,2/3/2022,1,6,2022-02-03 08:14:34,0,7
Stratford High,,2/3/2022,2,25,2022-02-03 08:14:34,0,64
Timberland High,,2/3/2022,3,8,2022-02-03 08:14:34,0,6
Westview Elementary,,2/3/2022,0,2,2022-02-03 08:14:34,0,3
Westview Middle,,2/3/2022,0,10,2022-02-03 08:14:34,0,14
Westview Primary,,2/3/2022,0,12,2022-02-03 08:14:34,0,91
Whitesville Elementary,,2/3/2022,2,16,2022-02-03 08:14:34,1,74
Berkeley County School District,,2/4/2022,51,331,2022-02-04 04:54:05,9,1185
Central Offices,,2/4/2022,2,0,2022-02-04 04:54:05,0,0
Maintenance,,2/4/2022,2,0,2022-02-04 04:54:05,0,0
Technology,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Transportation,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Child Nutrition,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Adult Education,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Berkeley Alternative,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Berkeley Elementary,,2/4/2022,6,11,2022-02-04 04:54:05,0,46
Berkeley High School,,2/4/2022,2,22,2022-02-04 04:54:05,0,65
Berkeley Intermediate,,2/4/2022,0,1,2022-02-04 04:54:05,0,6
Berkeley Middle,,2/4/2022,0,4,2022-02-04 04:54:05,0,19
Berkeley Middle College,,2/4/2022,1,0,2022-02-04 04:54:05,0,0
Bonner Elementary,,2/4/2022,1,12,2022-02-04 04:54:05,3,16
Boulder Bluff Elementary,,2/4/2022,2,1,2022-02-04 04:54:05,1,14
Bowens Corner Elementary,,2/4/2022,3,10,2022-02-04 04:54:05,0,26
Cainhoy Elementary,,2/4/2022,0,0,2022-02-04 04:54:05,0,1
Cane Bay Elementary,,2/4/2022,2,21,2022-02-04 04:54:05,0,124
Cane Bay High,,2/4/2022,2,29,2022-02-04 04:54:05,2,89
Cane Bay Middle,,2/4/2022,2,12,2022-02-04 04:54:05,0,80
Cane Bay Middle,,2/4/2022,2,12,2022-02-04 04:54:05,0,80
College Park Elementary,,2/4/2022,0,9,2022-02-04 04:54:05,0,23
Cross Elementary,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Cross High,,2/4/2022,0,0,2022-02-04 04:54:05,0,2
Daniel Island School,,2/4/2022,0,6,2022-02-04 04:54:05,0,8
Devon Forest Elementary,,2/4/2022,1,9,2022-02-04 04:54:05,1,20
Fishburne Campus,,2/4/2022,0,0,2022-02-04 04:54:05,0,0
Foxbank Elementary,,2/4/2022,0,20,2022-02-04 04:54:05,0,40
Goose Creek Elementary,,2/4/2022,1,0,2022-02-04 04:54:05,0,0
Goose Creek High,,2/4/2022,2,5,2022-02-04 04:54:05,0,13
Hanahan Elementary,,2/4/2022,1,3,2022-02-04 04:54:05,0,17
Hanahan High,,2/4/2022,0,3,2022-02-04 04:54:05,0,10
Hanahan Middle,,2/4/2022,1,12,2022-02-04 04:54:05,0,20
Howe Hall Aims,,2/4/2022,1,7,2022-02-04 04:54:05,0,11
Jk Goudin Elementary,,2/4/2022,0,1,2022-02-04 04:54:05,0,0
Macedonia Middle,,2/4/2022,0,4,2022-02-04 04:54:05,0,23
Marrington Elementary,,2/4/2022,0,2,2022-02-04 04:54:05,0,48
Marrington Middle,,2/4/2022,0,7,2022-02-04 04:54:05,0,7
Mt Holly Elementary,,2/4/2022,2,4,2022-02-04 04:54:05,1,7
Nexton Elementary,,2/4/2022,1,7,2022-02-04 04:54:05,0,24
Philip Simmons Elementary,,2/4/2022,2,18,2022-02-04 04:54:05,0,55
Philip Simmons High,,2/4/2022,0,5,2022-02-04 04:54:05,0,4
Philip Simmons Middle,,2/4/2022,1,5,2022-02-04 04:54:05,0,33
Sangaree Elementary,,2/4/2022,0,1,2022-02-04 04:54:05,0,4
Sangaree Intermediate,,2/4/2022,0,1,2022-02-04 04:54:05,0,5
Sangaree Middle,,2/4/2022,1,8,2022-02-04 04:54:05,0,44
Sedgefield Middle,,2/4/2022,1,1,2022-02-04 04:54:05,0,11
St Stephen Elementary,,2/4/2022,3,3,2022-02-04 04:54:05,0,13
St Stephen Middle,,2/4/2022,1,4,2022-02-04 04:54:05,0,6
Stratford High,,2/4/2022,2,22,2022-02-04 04:54:05,0,71
Timberland High,,2/4/2022,3,4,2022-02-04 04:54:05,0,6
Westview Elementary,,2/4/2022,0,3,2022-02-04 04:54:05,0,3
Westview Middle,,2/4/2022,0,13,2022-02-04 04:54:05,0,29
Westview Primary,,2/4/2022,0,6,2022-02-04 04:54:05,0,58
Whitesville Elementary,,2/4/2022,2,14,2022-02-04 04:54:05,1,75
Berkeley County School District,,2/7/2022,30,212,2022-02-07 04:58:19,9,756
Central Offices,,2/7/2022,1,0,2022-02-07 04:58:19,0,0
Maintenance,,2/7/2022,1,0,2022-02-07 04:58:19,0,0
Technology,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Transportation,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Child Nutrition,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Adult Education,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Berkeley Alternative,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Berkeley Elementary,,2/7/2022,2,4,2022-02-07 04:58:19,0,32
Berkeley High School,,2/7/2022,1,11,2022-02-07 04:58:19,0,31
Berkeley Intermediate,,2/7/2022,0,1,2022-02-07 04:58:19,0,3
Berkeley Middle,,2/7/2022,0,1,2022-02-07 04:58:19,0,8
Berkeley Middle College,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Bonner Elementary,,2/7/2022,2,12,2022-02-07 04:58:19,3,13
Boulder Bluff Elementary,,2/7/2022,1,0,2022-02-07 04:58:19,1,12
Bowens Corner Elementary,,2/7/2022,2,5,2022-02-07 04:58:19,0,18
Cainhoy Elementary,,2/7/2022,0,0,2022-02-07 04:58:19,0,1
Cane Bay Elementary,,2/7/2022,0,16,2022-02-07 04:58:19,0,82
Cane Bay High,,2/7/2022,3,19,2022-02-07 04:58:19,1,61
Cane Bay Middle,,2/7/2022,2,11,2022-02-07 04:58:19,0,67
College Park Elementary,,2/7/2022,0,6,2022-02-07 04:58:19,0,8
College Park Middle,,2/7/2022,0,1,2022-02-07 04:58:19,0,6
Cross Elementary,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Cross High,,2/7/2022,0,0,2022-02-07 04:58:19,0,2
Daniel Island School,,2/7/2022,0,1,2022-02-07 04:58:19,0,9
Devon Forest Elementary,,2/7/2022,1,3,2022-02-07 04:58:19,1,9
Fishburne Campus,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Foxbank Elementary,,2/7/2022,0,12,2022-02-07 04:58:19,0,24
Goose Creek Elementary,,2/7/2022,1,0,2022-02-07 04:58:19,0,0
Goose Creek High,,2/7/2022,1,3,2022-02-07 04:58:19,0,10
Hanahan Elementary,,2/7/2022,0,4,2022-02-07 04:58:19,0,6
Hanahan High,,2/7/2022,0,2,2022-02-07 04:58:19,0,4
Hanahan Middle,,2/7/2022,0,8,2022-02-07 04:58:19,0,9
Howe Hall Aims,,2/7/2022,0,2,2022-02-07 04:58:19,0,12
Jk Goudin Elementary,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Macedonia Middle,,2/7/2022,0,4,2022-02-07 04:58:19,0,20
Marrington Elementary,,2/7/2022,0,1,2022-02-07 04:58:19,1,15
Marrington Middle,,2/7/2022,0,4,2022-02-07 04:58:19,0,4
Mt Holly Elementary,,2/7/2022,2,2,2022-02-07 04:58:19,1,7
Nexton Elementary,,2/7/2022,1,8,2022-02-07 04:58:19,0,19
Philip Simmons Elementary,,2/7/2022,0,12,2022-02-07 04:58:19,0,31
Philip Simmons High,,2/7/2022,0,1,2022-02-07 04:58:19,0,4
Philip Simmons Middle,,2/7/2022,1,2,2022-02-07 04:58:19,0,8
Sangaree Elementary,,2/7/2022,0,1,2022-02-07 04:58:19,0,1
Sangaree Intermediate,,2/7/2022,0,1,2022-02-07 04:58:19,0,2
Sangaree Middle,,2/7/2022,1,5,2022-02-07 04:58:19,0,16
Sedgefield Middle,,2/7/2022,1,2,2022-02-07 04:58:19,0,3
St Stephen Elementary,,2/7/2022,1,5,2022-02-07 04:58:19,0,12
St Stephen Middle,,2/7/2022,0,1,2022-02-07 04:58:19,0,1
Stratford High,,2/7/2022,0,12,2022-02-07 04:58:19,0,43
Timberland High,,2/7/2022,3,2,2022-02-07 04:58:19,0,4
Westview Elementary,,2/7/2022,0,3,2022-02-07 04:58:19,0,2
Westview Middle,,2/7/2022,0,11,2022-02-07 04:58:19,0,47
Westview Primary,,2/7/2022,1,2,2022-02-07 04:58:19,1,23
Whitesville Elementary,,2/7/2022,1,11,2022-02-07 04:58:19,0,67
Berkeley County School District,,2/7/2022,30,212,2022-02-07 04:58:19,9,756
Central Offices,,2/7/2022,1,0,2022-02-07 04:58:19,0,0
Maintenance,,2/7/2022,1,0,2022-02-07 04:58:19,0,0
Technology,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Transportation,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Child Nutrition,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Adult Education,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Berkeley Alternative,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Berkeley Elementary,,2/7/2022,2,4,2022-02-07 04:58:19,0,32
Berkeley High School,,2/7/2022,1,11,2022-02-07 04:58:19,0,31
Berkeley Intermediate,,2/7/2022,0,1,2022-02-07 04:58:19,0,3
Berkeley Middle,,2/7/2022,0,1,2022-02-07 04:58:19,0,8
Berkeley Middle College,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Bonner Elementary,,2/7/2022,2,12,2022-02-07 04:58:19,3,13
Boulder Bluff Elementary,,2/7/2022,1,0,2022-02-07 04:58:19,1,12
Bowens Corner Elementary,,2/7/2022,2,5,2022-02-07 04:58:19,0,18
Cainhoy Elementary,,2/7/2022,0,0,2022-02-07 04:58:19,0,1
Cane Bay Elementary,,2/7/2022,0,16,2022-02-07 04:58:19,0,82
Cane Bay High,,2/7/2022,3,19,2022-02-07 04:58:19,1,61
Cane Bay High,,2/7/2022,3,19,2022-02-07 04:58:19,1,61
College Park Elementary,,2/7/2022,0,6,2022-02-07 04:58:19,0,8
College Park Middle,,2/7/2022,0,1,2022-02-07 04:58:19,0,6
Cross Elementary,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Cross High,,2/7/2022,0,0,2022-02-07 04:58:19,0,2
Daniel Island School,,2/7/2022,0,1,2022-02-07 04:58:19,0,9
Devon Forest Elementary,,2/7/2022,1,3,2022-02-07 04:58:19,1,9
Fishburne Campus,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Foxbank Elementary,,2/7/2022,0,12,2022-02-07 04:58:19,0,24
Goose Creek Elementary,,2/7/2022,1,0,2022-02-07 04:58:19,0,0
Goose Creek High,,2/7/2022,1,3,2022-02-07 04:58:19,0,10
Hanahan Elementary,,2/7/2022,0,4,2022-02-07 04:58:19,0,6
Hanahan High,,2/7/2022,0,2,2022-02-07 04:58:19,0,4
Hanahan Middle,,2/7/2022,0,8,2022-02-07 04:58:19,0,9
Howe Hall Aims,,2/7/2022,0,2,2022-02-07 04:58:19,0,12
Jk Goudin Elementary,,2/7/2022,0,0,2022-02-07 04:58:19,0,0
Macedonia Middle,,2/7/2022,0,4,2022-02-07 04:58:19,0,20
Marrington Elementary,,2/7/2022,0,1,2022-02-07 04:58:19,1,15
Marrington Middle,,2/7/2022,0,4,2022-02-07 04:58:19,0,4
Mt Holly Elementary,,2/7/2022,2,2,2022-02-07 04:58:19,1,7
Nexton Elementary,,2/7/2022,1,8,2022-02-07 04:58:19,0,19
Philip Simmons Elementary,,2/7/2022,0,12,2022-02-07 04:58:19,0,31
Philip Simmons High,,2/7/2022,0,1,2022-02-07 04:58:19,0,4
Philip Simmons Middle,,2/7/2022,1,2,2022-02-07 04:58:19,0,8
Sangaree Elementary,,2/7/2022,0,1,2022-02-07 04:58:19,0,1
Sangaree Intermediate,,2/7/2022,0,1,2022-02-07 04:58:19,0,2
Sangaree Middle,,2/7/2022,1,5,2022-02-07 04:58:19,0,16
Sedgefield Middle,,2/7/2022,1,2,2022-02-07 04:58:19,0,3
St Stephen Elementary,,2/7/2022,1,5,2022-02-07 04:58:19,0,12
St Stephen Middle,,2/7/2022,0,1,2022-02-07 04:58:19,0,1
Stratford High,,2/7/2022,0,12,2022-02-07 04:58:19,0,43
Timberland High,,2/7/2022,3,2,2022-02-07 04:58:19,0,4
Westview Elementary,,2/7/2022,0,3,2022-02-07 04:58:19,0,2
Westview Middle,,2/7/2022,0,11,2022-02-07 04:58:19,0,47
Westview Primary,,2/7/2022,1,2,2022-02-07 04:58:19,1,23
Whitesville Elementary,,2/7/2022,1,11,2022-02-07 04:58:19,0,67
Berkeley County School District,,2/8/2022,25,185,2022-02-08 08:45:01,9,581
Central Offices,,2/8/2022,1,0,2022-02-08 08:45:01,0,0
Maintenance,,2/8/2022,1,0,2022-02-08 08:45:01,0,0
Technology,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Transportation,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Child Nutrition,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Adult Education,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Berkeley Alternative,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Berkeley Elementary,,2/8/2022,1,3,2022-02-08 08:45:01,0,21
Berkeley High School,,2/8/2022,1,9,2022-02-08 08:45:01,0,26
Berkeley Intermediate,,2/8/2022,0,1,2022-02-08 08:45:01,0,4
Berkeley Middle,,2/8/2022,0,2,2022-02-08 08:45:01,0,7
Berkeley Middle College,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Bonner Elementary,,2/8/2022,3,12,2022-02-08 08:45:01,3,12
Boulder Bluff Elementary,,2/8/2022,1,0,2022-02-08 08:45:01,1,4
Bowens Corner Elementary,,2/8/2022,1,4,2022-02-08 08:45:01,0,15
Cainhoy Elementary,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Cane Bay Elementary,,2/8/2022,0,14,2022-02-08 08:45:01,0,61
Cane Bay High,,2/8/2022,3,16,2022-02-08 08:45:01,1,55
Cane Bay Middle,,2/8/2022,2,10,2022-02-08 08:45:01,0,62
College Park Elementary,,2/8/2022,0,5,2022-02-08 08:45:01,0,7
College Park Middle,,2/8/2022,0,1,2022-02-08 08:45:01,0,8
Cross Elementary,,2/8/2022,0,0,2022-02-08 08:45:01,0,0
Cross High,,2/8/2022,0,0,2022-02-08 08:45:01,0,2
